"ASV_ID","Domain","Phylum","Class","Order","Family","Genus","Species"
"6a6fcf8f9b8bb1ab9e5f8456ee7fb109","d__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__[Ruminococcus]_torques_group",NA
"7859f0d526ad56fb4d8383d136b3bae6","d__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Faecalibacterium","s__metagenome"
"7d285be20e3ad3812eb21be379357ef1","d__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Roseburia","s__uncultured_organism"
"90a05d597112b554e4480a8eaae4e0aa","d__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Dorea",NA
"9ef6efd0e49ef5e1efe3613b0e427312","d__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Roseburia",NA
"a0b7d83fb64749f9a4b15b3728425b97","d__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Coprococcus",NA
"a1a300c872047a7d8b6b294b17cfb63b","d__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Subdoligranulum","s__uncultured_organism"
"a3f36ef32153f2fc2aaeac2feb23777f","d__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Faecalibacterium",NA
"aed3f59201e3b9d21858f36557f42a80","d__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Subdoligranulum",NA
"b2dbe23d1835464c24ba161ffe22a6e8","d__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-005",NA
"b953ac3c6973b5a557774d4b2d005d48","d__Bacteria","p__Firmicutes","c__Bacilli","o__Erysipelotrichales","f__Erysipelatoclostridiaceae","g__Catenibacterium",NA
"bd3c45d86ab338880235c8db92437c9e","d__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-005",NA
"c1dc9ad5116d96b8ed863458fc0d0aec","d__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia",NA
"c3bdda568b2c1580d5cce7407ef43909","d__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Faecalibacterium",NA
"c3c8d537f5afdd76af1dd96e7e974368","d__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__[Eubacterium]_ruminantium_group","s__uncultured_bacterium"
"c4995645e0c1545b0e1620144d03772b","d__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-002","s__uncultured_organism"
"c5465580c4c4cdd15a78de5a240dbd4e","d__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae",NA,NA
"d5c7d97e6f4f5789d574d321dcca0992","d__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Fusicatenibacter",NA
"dc2721103659fe9f1d3ead56a11df243","d__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia",NA
"df15aa00cffdc5235078831e54deb6db","d__Bacteria","p__Firmicutes","c__Clostridia","o__Christensenellales","f__Christensenellaceae","g__Christensenellaceae_R-7_group","s__uncultured_prokaryote"
"dfd770d48651635c39bdafe13f62e75a","d__Bacteria","p__Desulfobacterota","c__Desulfovibrionia","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Desulfovibrio",NA
"e0a25143b7f2e59d7266ee802d1aeb61","d__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Oscillospiraceae","g__UCG-002",NA
"e27680d4009f98f30248d823bc17fb8e","d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pasteurellales","f__Pasteurellaceae","g__Haemophilus",NA
"e553b9a0bb32467c71c89a4e97e55792","d__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Subdoligranulum",NA
"e7a23b2ba274773c7b5bf7994c883c9a","d__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__Fournierella","s__uncultured_bacterium"
"ee293984c0110b2eeceb8427fdf448fb","d__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae","g__Blautia",NA
"f1aba425dcbf37c22bf4f9849be2c790","d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Bacteroidales","f__Prevotellaceae","g__Prevotella",NA
"f54512749b97be9497134dc28c0af837","d__Bacteria","p__Firmicutes","c__Clostridia","o__Lachnospirales","f__Lachnospiraceae",NA,NA
"fc02af89d869043b296114729009a5b0","d__Bacteria","p__Firmicutes","c__Clostridia","o__Oscillospirales","f__Ruminococcaceae","g__CAG-352","s__uncultured_bacterium"
